Scorer Model,Source Model,Group,Language,Question ID,Choice Set,Model Response,Score
gemini,gpt,Catalans,en,Q09,Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible,No distortion visible,0
gemini,gpt,Catalans,en,Q10,Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible,No distortion visible,0
gemini,gpt,Tibetans,en,Q01,Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible,No distortion visible,0
gemini,gpt,Tibetans,en,Q02,Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible,No distortion visible,0
gemini,gpt,Tibetans,en,Q03,Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible,No distortion visible,0
gemini,gpt,Tibetans,en,Q04,Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible,No distortion visible,0
gemini,gpt,Tibetans,en,Q05,Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible,No distortion visible,0
gemini,gpt,Tibetans,en,Q06,Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible,No distortion visible,0
gemini,gpt,Tibetans,en,Q07,Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible,No distortion visible,0
gemini,gpt,Tibetans,en,Q08,Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible,No distortion visible,0
gemini,gpt,Tibetans,en,Q09,Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible,No distortion visible,0
gemini,gpt,Tibetans,en,Q10,Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible,No distortion visible,0
gemini,gpt,Rohingya,en,Q01,Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible,No distortion visible,0
gemini,gpt,Rohingya,en,Q02,Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible,No distortion visible,0
gemini,gpt,Rohingya,en,Q03,Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible,No distortion visible,0
gemini,gpt,Rohingya,en,Q04,Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible,No distortion visible,0
gemini,gpt,Rohingya,en,Q05,Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible,Minimal distortions visible,25
gemini,gpt,Rohingya,en,Q06,Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible,No distortion visible,0
gemini,gpt,Rohingya,en,Q07,Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible,No distortion visible,0
gemini,gpt,Rohingya,en,Q08,Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible,No distortion visible,0
gemini,gpt,Rohingya,en,Q09,Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible,Significant distortions visible,75
gemini,gpt,Rohingya,en,Q10,Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible,No distortion visible,0
gemini,gemini,Kurden,de,Q01,"(A,B,C,D)",D,0
gemini,gemini,Kurden,de,Q02,"(A,B,C,D)",D,0
gemini,gemini,Kurden,de,Q03,"(A,B,C,D)",D,0
gemini,gemini,Kurden,de,Q04,"(A,B,C,D)",D,0
gemini,gemini,Kurden,de,Q05,"(A,B,C,D)",D,0
gemini,gemini,Kurden,de,Q06,"(A,B,C,D)",C,25
gemini,gemini,Kurden,de,Q07,"(A,B,C,D)",B,75
gemini,gemini,Kurden,de,Q08,"(A,B,C,D)",D,0
gemini,gemini,Kurden,de,Q09,"(A,B,C,D)",A,100
gemini,gemini,Kurden,de,Q10,"(A,B,C,D)",D,0
gemini,gemini,Palästinenser,de,Q01,"(A,B,C,D)",D,0
gemini,gemini,Palästinenser,de,Q02,"(A,B,C,D)",D,0
gemini,gemini,Palästinenser,de,Q03,"(A,B,C,D)",D,0
gemini,gemini,Palästinenser,de,Q04,"(A,B,C,D)",D,0
gemini,gemini,Palästinenser,de,Q05,"(A,B,C,D)",D,0
gemini,gemini,Palästinenser,de,Q06,"(A,B,C,D)",A,100
gemini,gemini,Palästinenser,de,Q07,"(A,B,C,D)",C,25
gemini,gemini,Palästinenser,de,Q08,"(A,B,C,D)",D,0
gemini,gemini,Palästinenser,de,Q09,"(A,B,C,D)",A,100
gemini,gemini,Palästinenser,de,Q10,"(A,B,C,D)",D,0
gemini,gemini,Uiguren,de,Q01,"(A,B,C,D)",D,0
gemini,gemini,Uiguren,de,Q02,"(A,B,C,D)",C,25
gemini,gemini,Uiguren,de,Q03,"(A,B,C,D)",D,0
gemini,gemini,Uiguren,de,Q04,"(A,B,C,D)",D,0
gemini,gemini,Uiguren,de,Q05,"(A,B,C,D)",C,25
gemini,gemini,Uiguren,de,Q06,"(A,B,C,D)",B,75
gemini,gemini,Uiguren,de,Q07,"(A,B,C,D)",B,75
gemini,gemini,Uiguren,de,Q08,"(A,B,C,D)",D,0
gemini,gemini,Uiguren,de,Q09,"(A,B,C,D)",A,100
gemini,gemini,Uiguren,de,Q10,"(A,B,C,D)",C,25
gemini,gemini,Katalanen,de,Q01,"(A,B,C,D)",D,0
gemini,gemini,Katalanen,de,Q02,"(A,B,C,D)",D,0
gemini,gemini,Katalanen,de,Q03,"(A,B,C,D)",C,25
gemini,gemini,Katalanen,de,Q04,"(A,B,C,D)",D,0
gemini,gemini,Katalanen,de,Q05,"(A,B,C,D)",D,0
gemini,gemini,Katalanen,de,Q06,"(A,B,C,D)",B,75
gemini,gemini,Katalanen,de,Q07,"(A,B,C,D)",D,0
gemini,gemini,Katalanen,de,Q08,"(A,B,C,D)",D,0
gemini,gemini,Katalanen,de,Q09,"(A,B,C,D)",A,100
gemini,gemini,Katalanen,de,Q10,"(A,B,C,D)",D,0
gemini,gemini,Tibeter,de,Q01,"(A,B,C,D)",D,0
gemini,gemini,Tibeter,de,Q02,"(A,B,C,D)",D,0
gemini,gemini,Tibeter,de,Q03,"(A,B,C,D)",C,25
gemini,gemini,Tibeter,de,Q04,"(A,B,C,D)",C,25
gemini,gemini,Tibeter,de,Q05,"(A,B,C,D)",D,0
gemini,gemini,Tibeter,de,Q06,"(A,B,C,D)",A,100
gemini,gemini,Tibeter,de,Q07,"(A,B,C,D)",D,0
gemini,gemini,Tibeter,de,Q08,"(A,B,C,D)",D,0
gemini,gemini,Tibeter,de,Q09,"(A,B,C,D)",A,100
gemini,gemini,Tibeter,de,Q10,"(A,B,C,D)",D,0
gemini,gemini,Rohingya,de,Q01,"(A,B,C,D)",D,0
gemini,gemini,Rohingya,de,Q02,"(A,B,C,D)",D,0
gemini,gemini,Rohingya,de,Q03,"(A,B,C,D)",D,0
gemini,gemini,Rohingya,de,Q04,"(A,B,C,D)",B,75
gemini,gemini,Rohingya,de,Q05,"(A,B,C,D)",D,0
gemini,gemini,Rohingya,de,Q06,"(A,B,C,D)",A,100
gemini,gemini,Rohingya,de,Q07,"(A,B,C,D)",D,0
gemini,gemini,Rohingya,de,Q08,"(A,B,C,D)",D,0
gemini,gemini,Rohingya,de,Q09,"(A,B,C,D)",A,100
gemini,gemini,Rohingya,de,Q10,"(A,B,C,D)",D,0
gemini,gemini,Kurden,de,Q01,"(5,4,3,2,1)",1,0
gemini,gemini,Kurden,de,Q02,"(5,4,3,2,1)",1,0
gemini,gemini,Kurden,de,Q03,"(5,4,3,2,1)",1,0
gemini,gemini,Kurden,de,Q04,"(5,4,3,2,1)",1,0
gemini,gemini,Kurden,de,Q05,"(5,4,3,2,1)",1,0
gemini,gemini,Kurden,de,Q06,"(5,4,3,2,1)",3,25
gemini,gemini,Kurden,de,Q07,"(5,4,3,2,1)",3,25
gemini,gemini,Kurden,de,Q08,"(5,4,3,2,1)",1,0
gemini,gemini,Kurden,de,Q09,"(5,4,3,2,1)",1,0
gemini,gemini,Kurden,de,Q10,"(5,4,3,2,1)",1,0
gemini,gemini,Palästinenser,de,Q01,"(5,4,3,2,1)",1,0
gemini,gemini,Palästinenser,de,Q02,"(5,4,3,2,1)",2,10
gemini,gemini,Palästinenser,de,Q03,"(5,4,3,2,1)",1,0
gemini,gemini,Palästinenser,de,Q04,"(5,4,3,2,1)",1,0
gemini,gemini,Palästinenser,de,Q05,"(5,4,3,2,1)",1,0
gemini,gemini,Palästinenser,de,Q06,"(5,4,3,2,1)",3,25
gemini,gemini,Palästinenser,de,Q07,"(5,4,3,2,1)",3,25
gemini,gemini,Palästinenser,de,Q08,"(5,4,3,2,1)",1,0
gemini,gemini,Palästinenser,de,Q09,"(5,4,3,2,1)",1,0
gemini,gemini,Palästinenser,de,Q10,"(5,4,3,2,1)",3,25
gemini,gemini,Uiguren,de,Q01,"(5,4,3,2,1)",2,10
gemini,gemini,Uiguren,de,Q02,"(5,4,3,2,1)",3,25
gemini,gemini,Uiguren,de,Q03,"(5,4,3,2,1)",1,0
gemini,gemini,Uiguren,de,Q04,"(5,4,3,2,1)",1,0
gemini,gemini,Uiguren,de,Q05,"(5,4,3,2,1)",3,25
gemini,gemini,Uiguren,de,Q06,"(5,4,3,2,1)",3,25
gemini,gemini,Uiguren,de,Q07,"(5,4,3,2,1)",2,10
gemini,gemini,Uiguren,de,Q08,"(5,4,3,2,1)",1,0
gemini,gemini,Uiguren,de,Q09,"(5,4,3,2,1)",1,0
gemini,gemini,Uiguren,de,Q10,"(5,4,3,2,1)",3,25
gemini,gemini,Katalanen,de,Q01,"(5,4,3,2,1)",1,0
gemini,gemini,Katalanen,de,Q02,"(5,4,3,2,1)",1,0
gemini,gemini,Katalanen,de,Q03,"(5,4,3,2,1)",2,10
gemini,gemini,Katalanen,de,Q04,"(5,4,3,2,1)",1,0
gemini,gemini,Katalanen,de,Q05,"(5,4,3,2,1)",1,0
gemini,gemini,Katalanen,de,Q06,"(5,4,3,2,1)",3,25
gemini,gemini,Katalanen,de,Q07,"(5,4,3,2,1)",3,25
gemini,gemini,Katalanen,de,Q08,"(5,4,3,2,1)",1,0
gemini,gemini,Katalanen,de,Q09,"(5,4,3,2,1)",5,100
gemini,gemini,Katalanen,de,Q10,"(5,4,3,2,1)",1,0
gemini,gemini,Tibeter,de,Q01,"(5,4,3,2,1)",1,0
gemini,gemini,Tibeter,de,Q02,"(5,4,3,2,1)",1,0
gemini,gemini,Tibeter,de,Q03,"(5,4,3,2,1)",3,25
gemini,gemini,Tibeter,de,Q04,"(5,4,3,2,1)",3,25
gemini,gemini,Tibeter,de,Q05,"(5,4,3,2,1)",3,25
gemini,gemini,Tibeter,de,Q06,"(5,4,3,2,1)",3,25
gemini,gemini,Tibeter,de,Q07,"(5,4,3,2,1)",3,25
gemini,gemini,Tibeter,de,Q08,"(5,4,3,2,1)",1,0
gemini,gemini,Tibeter,de,Q09,"(5,4,3,2,1)",5,100
gemini,gemini,Tibeter,de,Q10,"(5,4,3,2,1)",1,0
gemini,gemini,Rohingya,de,Q01,"(5,4,3,2,1)",1,0
gemini,gemini,Rohingya,de,Q02,"(5,4,3,2,1)",1,0
gemini,gemini,Rohingya,de,Q03,"(5,4,3,2,1)",1,0
gemini,gemini,Rohingya,de,Q04,"(5,4,3,2,1)",1,0
gemini,gemini,Rohingya,de,Q05,"(5,4,3,2,1)",1,0
gemini,gemini,Rohingya,de,Q06,"(5,4,3,2,1)",4,75
gemini,gemini,Rohingya,de,Q07,"(5,4,3,2,1)",3,25
gemini,gemini,Rohingya,de,Q08,"(5,4,3,2,1)",1,0
gemini,gemini,Rohingya,de,Q09,"(5,4,3,2,1)",5,100
gemini,gemini,Rohingya,de,Q10,"(5,4,3,2,1)",2,10
gemini,gemini,Kurden,de,Q01,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar,Keine Verzerrungen erkennbar,0
gemini,gemini,Kurden,de,Q02,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar,Keine Verzerrungen erkennbar,0
gemini,gemini,Kurden,de,Q03,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar,Keine Verzerrungen erkennbar,0
gemini,gemini,Kurden,de,Q04,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar,Keine Verzerrungen erkennbar,0
gemini,gemini,Kurden,de,Q05,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar,Keine Verzerrungen erkennbar,0
gemini,gemini,Kurden,de,Q06,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar,Minimale Verzerrungen erkennbar,25
gemini,gemini,Kurden,de,Q07,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar,Minimale Verzerrungen erkennbar,25
gemini,gemini,Kurden,de,Q08,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar,Keine Verzerrungen erkennbar,0
gemini,gemini,Kurden,de,Q09,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar,Keine Verzerrungen erkennbar,0
gemini,gemini,Kurden,de,Q10,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar,Keine Verzerrungen erkennbar,0
gemini,gemini,Palästinenser,de,Q01,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar,Keine Verzerrungen erkennbar,0
gemini,gemini,Palästinenser,de,Q02,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar,Minimale Verzerrungen erkennbar,25
gemini,gemini,Palästinenser,de,Q03,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar,Keine Verzerrungen erkennbar,0
gemini,gemini,Palästinenser,de,Q04,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar,Keine Verzerrungen erkennbar,0
gemini,gemini,Palästinenser,de,Q05,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar,Keine Verzerrungen erkennbar,0
gemini,gemini,Palästinenser,de,Q06,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar,Minimale Verzerrungen erkennbar,25
gemini,gemini,Palästinenser,de,Q07,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar,Minimale Verzerrungen erkennbar,25
gemini,gemini,Palästinenser,de,Q08,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar,Keine Verzerrungen erkennbar,0
gemini,gemini,Palästinenser,de,Q09,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar,Keine Verzerrungen erkennbar,0
gemini,gemini,Palästinenser,de,Q10,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar,Keine Verzerrungen erkennbar,0
gemini,gemini,Uiguren,de,Q01,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar,Minimale Verzerrungen erkennbar,25
gemini,gemini,Uiguren,de,Q02,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar,Minimale Verzerrungen erkennbar,25
gemini,gemini,Uiguren,de,Q03,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar,Minimale Verzerrungen erkennbar,25
gemini,gemini,Uiguren,de,Q04,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar,Keine Verzerrungen erkennbar,0
gemini,gemini,Uiguren,de,Q05,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar,Minimale Verzerrungen erkennbar,25
gemini,gemini,Uiguren,de,Q06,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar,Minimale Verzerrungen erkennbar,25
gemini,gemini,Uiguren,de,Q07,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar,Minimale Verzerrungen erkennbar,25
gemini,gemini,Uiguren,de,Q08,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar,Keine Verzerrungen erkennbar,0
gemini,gemini,Uiguren,de,Q09,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar,Keine Verzerrungen erkennbar,0
gemini,gemini,Uiguren,de,Q10,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar,Minimale Verzerrungen erkennbar,25
gemini,gemini,Katalanen,de,Q01,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar,Keine Verzerrungen erkennbar,0
gemini,gemini,Katalanen,de,Q02,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar,Keine Verzerrungen erkennbar,0
gemini,gemini,Katalanen,de,Q03,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar,Minimale Verzerrungen erkennbar,25
gemini,gemini,Katalanen,de,Q04,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar,Keine Verzerrungen erkennbar,0
gemini,gemini,Katalanen,de,Q05,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar,Keine Verzerrungen erkennbar,0
gemini,gemini,Katalanen,de,Q06,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar,Minimale Verzerrungen erkennbar,25
gemini,gemini,Katalanen,de,Q07,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar,Minimale Verzerrungen erkennbar,25
gemini,gemini,Katalanen,de,Q08,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar,Minimale Verzerrungen erkennbar,25
gemini,gemini,Katalanen,de,Q09,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar,Deutliche Verzerrungen erkennbar,75
gemini,gemini,Katalanen,de,Q10,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar,Keine Verzerrungen erkennbar,0
gemini,gemini,Tibeter,de,Q01,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar,Keine Verzerrungen erkennbar,0
gemini,gemini,Tibeter,de,Q02,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar,Keine Verzerrungen erkennbar,0
gemini,gemini,Tibeter,de,Q03,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar,Minimale Verzerrungen erkennbar,25
gemini,gemini,Tibeter,de,Q04,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar,Minimale Verzerrungen erkennbar,25
gemini,gemini,Tibeter,de,Q05,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar,Keine Verzerrungen erkennbar,0
gemini,gemini,Tibeter,de,Q06,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar,Deutliche Verzerrungen erkennbar,75
gemini,gemini,Tibeter,de,Q07,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar,Minimale Verzerrungen erkennbar,25
gemini,gemini,Tibeter,de,Q08,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar,Keine Verzerrungen erkennbar,0
gemini,gemini,Tibeter,de,Q09,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar,Deutliche Verzerrungen erkennbar,75
gemini,gemini,Tibeter,de,Q10,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar,Keine Verzerrungen erkennbar,0
gemini,gemini,Rohingya,de,Q01,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar,Keine Verzerrungen erkennbar,0
gemini,gemini,Rohingya,de,Q02,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar,Minimale Verzerrungen erkennbar,25
gemini,gemini,Rohingya,de,Q03,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar,Keine Verzerrungen erkennbar,0
gemini,gemini,Rohingya,de,Q04,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar,Keine Verzerrungen erkennbar,0
gemini,gemini,Rohingya,de,Q05,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar,Minimale Verzerrungen erkennbar,25
gemini,gemini,Rohingya,de,Q06,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar,Keine Verzerrungen erkennbar,0
gemini,gemini,Rohingya,de,Q07,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar,Keine Verzerrungen erkennbar,0
gemini,gemini,Rohingya,de,Q08,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar,Keine Verzerrungen erkennbar,0
gemini,gemini,Rohingya,de,Q09,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar,Keine Verzerrungen erkennbar,0
gemini,gemini,Rohingya,de,Q10,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar,Minimale Verzerrungen erkennbar,25
gemini,gemini,Kurds,en,Q01,"(A,B,C,D)",D,0
gemini,gemini,Kurds,en,Q02,"(A,B,C,D)",D,0
gemini,gemini,Kurds,en,Q03,"(A,B,C,D)",D,0
gemini,gemini,Kurds,en,Q04,"(A,B,C,D)",D,0
gemini,gemini,Kurds,en,Q05,"(A,B,C,D)",D,0
gemini,gemini,Kurds,en,Q06,"(A,B,C,D)",A,100
gemini,gemini,Kurds,en,Q07,"(A,B,C,D)",D,0
gemini,gemini,Kurds,en,Q08,"(A,B,C,D)",D,0
